SALE_PRC,LND_SQFOOT,TOT_LVG_AREA,RAIL_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age
430000,7500,1269,3525,36137.6,12629.3,7515.4,66
240000,7600,914,2746.3,36795.7,13314.7,6738.8,70
858600,6400,2842,4583.1,35122.8,11592,8575.9,0
345000,7500,1629,1539.8,38003.2,14606.4,5538.9,74
942200,7680,2842,4632.8,35061.1,11527.8,8625.6,0
520000,7500,2081,1794.1,37765.9,14360.8,5793.2,0
390000,6400,3127,4919.2,34801.3,11257.9,8911.9,9
435200,6350,1572,5262.7,34472.1,10915.5,9255.3,63
380000,6350,1463,5375.7,34358.6,10800,9370.8,59
4.00E+05,7500,2290,2117.1,37420.8,14002.1,6116.7,45
507500,7500,1599,3045,36566.1,13115.4,7043.2,10
332500,6750,1055,3895.3,35679.8,12183.5,7893.2,60
285000,6955,2442,1002.9,38469.9,15117.4,5009.2,64
320000,6100,1516,1406.3,37991.4,14645.9,5416.6,60
349000,7500,1213,2480.1,37005.7,13646.5,6492.2,60
440500,7500,1834,3129.1,36384.9,13001.8,7141.1,45
465000,7500,1921,3690.3,35840.3,12435.6,7702.1,57
785000,7500,2936,3740.6,35793.5,12386.9,7752.5,0
755000,7500,2936,3789.4,35744.5,12336,7801.2,0
630000,7500,2430,3840.4,35697.7,12287.4,7852.2,0
660000,7680,2406,4616.5,34936.1,11494.8,8628.8,26
712500,6400,2029,5102.7,34489.1,11029.6,9115,6
510000,6400,1558,5563,34046.3,10568,9575.2,64
545000,7680,1755,6077.6,33536.2,10035.2,10090.3,16
283000,4281,1166,641.3,38743.1,15479.4,4656,41
348000,5700,1712,1503.8,37899,14607.2,5518.4,65
517000,5650,1546,1753,37659,14358.7,5767.5,8
666000,10125,2064,4297.8,35177.4,11790.4,8312.8,59
282000,4200,1339,556.6,38779.5,15556.1,4572.5,44
260000,5250,1725,2091.3,37290.3,14012.5,6106.8,41
415000,10000,1996,3230.7,36127.1,12809.6,7246.2,57
225000,4200,868,1135.8,38194.7,14973.1,5151,79
720000,6750,2669,5758.1,33762.2,10351.3,9773.6,19
422500,6750,1413,5850.5,33673.5,10259,9866,65
411500,10488,1664,3553.6,35795.3,12517.8,7565.8,64
360000,6250,1360,2158.2,37159.7,13938.6,6170.2,59
440000,15400,2714,4730.4,34620.1,11296.5,8742.4,70
345000,7000,1449,6207,33267.5,9889.7,10218.7,49
305000,6600,1075,5605.7,33808,10486.4,9616.8,61
810000,5950,2913,6402.6,33046.4,9693.5,10413.7,1
460000,5600,1835,7084.8,34230.1,10442.9,10740.3,21
520000,6000,2332,6529.9,33378.1,9638.4,11682.3,36
625000,6600,2171,6995.4,33878.3,10101.7,11042.7,45
1100000,16330,3869,6860.7,33686.8,9913.4,11219.2,61
2510000,12000,4470,6622.3,33327.5,9574.9,11633.6,0
2550000,12500,4609,5098.6,31304,7775.3,13917.8,10
6.00E+05,11000,1723,6869.2,34210,10391.4,10542,58
650000,11000,2885,7221.8,33887.9,10079.6,10894.9,61
980000,5750,2451,7162.4,33915.6,10093.2,10844.9,9
1236000,19560,3510,7384.7,33534.1,9717.6,11115.5,36
1810000,17729,3515,7355.5,33525.6,9694.6,11056.1,35
6.00E+05,12500,2557,6857.9,33987,10144.9,10561.3,90
590000,8250,1903,6828.6,33564.8,9742,10690.5,50
1470000,14200,3153,5984.1,28659.7,4862.2,14839.4,9
1230000,15000,2958,5716,28156.4,4390,14776,16
740000,5500,2609,7054.2,33083,9320.4,11021,42
970000,9000,2509,7035.5,29723.9,5878.1,14548.8,56
995000,10000,2095,5885.5,28161.3,4366.8,14616.6,22
850000,10133,2401,7501.2,30339.4,6498.4,13934.6,72
965000,11530,2731,7401,30196.7,6354,14069,61
1435000,13500,3307,7135.7,29830.2,5984.6,14448.5,31
765000,6750,2245,6384.6,28768.5,4933.8,14538.3,55
610000,5500,1877,6852,33235.1,9492.2,10820.1,57
840000,5500,2439,7146.1,32900.8,9167.5,11117.8,30
2150000,15000,3918,7585,32394.3,8641.9,11556.5,11
1050000,11000,2869,6891.4,33054.7,9343.4,10866.6,36
1077000,11000,3229,7953.6,30230.4,6415.4,13806.1,51
1100000,10000,2824,6006,27365.6,3535.1,13973.4,16
1275000,9500,3197,6386.2,27688.3,3842.7,13816.9,28
1349000,9500,3197,6386.2,27688.3,3842.7,13816.9,28
1050000,9500,3828,6464.6,27653.4,3807.6,13717.2,45
775000,7500,1897,8336.1,30153.3,6404.8,13771.7,15
1150000,12800,2124,8294.4,31489.4,7819,12291.5,42
1250000,12600,3738,7227.6,28522.6,4706.7,13576.1,81
1185000,6350,2747,6359.1,27245.9,3400.7,13527.8,1
810000,6250,2345,8114.6,29635.4,5884.8,13568.7,80
8.00E+05,14400,2134,6858.8,27758.8,3930,13416.8,62
9.00E+05,14400,2134,6858.8,27758.8,3930,13416.8,62
979000,12500,3036,6484.7,27244.7,3404.4,13404.1,41
450000,6250,1492,8551.1,30000.5,6301.7,13457.8,82
950000,11000,2825,7365.9,32218.2,8695,11380.7,50
760000,6250,1960,7507.3,28020.7,4284.2,12937.2,39
2200000,26250,5047,8282.5,28489.5,4913.4,12493.4,46
1050000,17500,2584,9380.4,29736.8,6310.4,12429.4,50
735900,6250,2207,8748.3,30627.4,7343.4,12340.7,31
685000,6250,1531,8948.5,30435,7143.3,12291.9,21
780000,6250,1944,9098.6,30292.3,6994.7,12257.6,6
1100000,12500,3507,9425.5,29928.3,6613.4,12181.9,46
1085000,12500,2996,9647.6,29640.8,6312.8,12126,31
1.00E+06,7414,3009,7879,31415.7,8205.9,11880,21
2188000,16800,3488,7689,26548.8,3107.6,11753.6,6
4.00E+05,5000,1588,6793,32387.7,9317.4,10789.1,38
1957500,12869,5929,9850.3,29325.3,6145.5,11666.2,41
1690000,6000,2736,7279.8,31784.8,8778.7,11272.6,0
589900,7500,1691,8084.1,26456.6,3268.2,11310.2,70
999000,13200,2487,6835.2,32164.4,9219.6,10826.2,14
1309500,16900,2677,8846.5,27443.4,4354.1,11172.4,47
875000,6600,3108,7277.8,31744,8797.5,11268.7,33
902000,7500,2645,8252.4,26570.9,3439.2,11215.7,18
690000,7500,1854,8035.3,26211.7,3084,11219.7,42
310000,6600,2016,6723.3,32221.7,9405.7,10710.5,43
1880000,15000,3505,8830.7,30150.8,7333.3,11122,27
2268000,15000,5973,9482.3,29527.5,6705.1,10972.3,31
650000,5650,1856,8425.3,26178.5,3327,10792.8,66
1180000,7500,3169,9603.4,27889.4,5067.3,10761.3,11
949000,12000,3012,6831.2,32046.7,9301.5,10815.9,51
1370000,13953,3837,9355.3,27464.8,4658,10719.6,41
1.00E+06,9472,3645,7668.6,31245.4,8494.8,11123.2,46
2050000,16079,5235,9235.7,29724.4,6974.4,10880.1,26
850000,7500,2122,10310.4,28726.5,5977.5,10680.8,31
610000,5651,1882,9449.3,27254.2,4594.9,10437.4,41
550000,7500,2314,7821.1,31057.2,8491.5,10743.6,48
699000,7500,1710,9630.3,29295.1,6749.4,10418.6,46
650000,7500,1471,10320.5,28624.9,6095.5,10289.8,76
559500,7350,1398,9445,26767.9,4356.1,10082.2,69
1285000,7500,3271,7717.4,31106.4,8639.8,10520.4,14
1425000,12000,3097,6814.5,31889.2,9456.6,10407.6,6
797500,7500,2168,9874,29004.8,6582.3,10158.8,42
845000,9500,2264,10174.5,27665,5296.7,10007.4,26
1138000,7500,2459,10076.8,27501.4,5155.8,9934.7,6
836000,7500,2334,7566.6,31220,8823.2,10362.6,35
1625000,12000,3620,6813.5,31868.2,9481.3,10308.8,31
575000,5700,2036,9714.6,26826.9,4574.1,9921.2,41
1650000,15000,5291,10365.9,28442,6135.5,9915.3,28
590000,5650,1247,9244.8,25901.2,3841.4,9807.1,16
470000,5300,1850,6705.2,31970.7,9669.5,10146.3,21
1080000,7450,2836,7564.4,31181.2,8885,10150.9,41
982500,12300,2663,9598.2,29162.8,6944.1,9847.5,80
495000,7875,1410,7783,30915.3,8696.6,10066.3,62
595000,5792,1831,8322.4,30395.5,8198.1,10102.2,72
420000,5200,1080,9872.6,28892.9,6776.6,9690.3,56
585000,6032,1453,10102,28658.2,6558.3,9640.4,31
920000,9119,2492,10130.5,27184.7,5239.1,9426,21
432000,5200,1172,10133.4,27037.3,5113.9,9413,57
885000,12500,2286,7444.4,31148.7,9053.2,9786.7,59
1800000,9000,2985,7250,31322.6,9241,9745.9,0
1395000,10015,2800,9981.8,28130.5,6187,9378.3,26
3.00E+05,5000,1621,10011,26591.3,4859,9247,86
1650000,10800,3460,9930.6,28473.1,6559.1,9361.3,0
855000,9985,2498,9884.6,28109.9,6244.3,9282.1,32
730000,10500,1671,7863.2,30718.4,8722.7,9671.2,64
610000,5830,2068,9495.7,29128.5,7233.2,9412.4,13
560000,10000,1773,9111.7,29501.3,7585.6,9468.5,67
1166400,10800,3094,9831.8,28452.9,6605.7,9263.8,12
643400,5250,2209,7861.4,30700.5,8777.8,9574.6,28
507000,7500,2213,9765.9,26453.4,4952,8994.5,70
525000,8408,1856,9802.3,26080.5,4684.3,8989,35
438000,5250,1117,8367.9,30180.9,8376.7,9458.8,40
780000,14000,2611,9551.3,28042,6394.6,8952.3,52
950000,12000,3006,6808.1,31662.5,9800.4,9259.6,59
555000,5000,1520,9483.5,27540.2,6021.3,8832.8,22
585000,5500,1613,9529.5,29045.7,7392.6,9018.7,36
250800,7500,2311,9525.7,26324,5061,8744.9,80
335000,7500,2311,9525.7,26324,5061,8744.9,80
398000,7500,1442,9620.9,25581.4,4541.4,8749.7,63
730000,5250,2182,8013.9,30487.9,8776.8,9248.2,14
545000,5000,1568,7656.6,30881.6,9149.4,9162.1,20
531500,5150,1414,8525.4,29985.7,8320.8,9215.7,11
4.00E+05,5250,1632,9379.1,27268.7,5903.9,8702.8,47
510000,5000,1537,8721,29829.6,8187.8,9121.3,21
825000,5000,2506,9267.8,29289.2,7705.3,8950.2,15
412500,5000,1565,9109.9,29419.4,7882.1,8901.8,58
440900,6955,1217,8246.6,30213.7,8628,9098.3,60
370000,5250,1454,8002.3,30453,8859.4,9051.1,61
530000,6675,1407,9302.1,26123.5,5130.6,8502.4,6
409500,6000,1293,9260.6,28881.5,7437.4,8744.8,64
340000,5350,903,9187.8,28498.9,7125.9,8642.9,61
1200000,19890,4230,6676.2,31587.5,9974,8813.8,31
550000,5000,1774,9140.8,26722.8,5650,8409.3,27
470000,5000,1429,9101.6,28715.5,7394.7,8576.8,26
570000,5000,1679,8662.6,29816.3,8389.1,8806.3,21
640000,5000,1804,8981.9,27391,6281.8,8329,16
930000,10000,2090,8980.2,27293.8,6205.4,8316.7,41
370000,4800,1853,8913.3,27983.1,6859.8,8328.2,52
385000,5000,867,8874.9,28812,7651.3,8365.4,26
725000,7875,2249,8806.8,29579.2,8324.5,8547.4,50
960000,7275,2283,8786.6,28197.1,7127.5,8226.8,6
587500,5350,1870,8945.7,25540.6,5119.2,8074.6,2
575000,5350,2042,8979.9,25345.8,5007.6,8085.2,6
605000,5900,1791,8733.9,26789.3,6027.7,8020.7,29
540000,5250,1589,8807.2,29571.5,8362.1,8500.7,30
440000,5000,2068,8843.4,29138.3,7969.7,8363.8,43
775000,5350,2486,8758.2,28549.5,7487.7,8229.6,14
372000,5650,1434,8752.9,26383.5,5781.1,7994.5,76
379000,5250,1385,8504.4,29858,8675.4,8503.9,62
705000,7000,1861,8631,26833.4,6142.8,7926.2,24
1200000,6437,2686,8234,30166.2,8944.2,8461.7,0
515000,5350,2567,8806.8,25415,5194.1,7921.4,33
720000,11413,2706,8470.1,27330.6,6630.7,7824.9,63
545000,5250,1602,8338.3,29994.3,8897.4,8391.5,30
592000,7038,1540,8407,27178.1,6593.2,7745.5,26
1190000,5250,2433,7996.3,30324.6,9243,8245.3,0
665000,6958,1950,7422.2,30870.6,9736.1,8162,36
475000,10000,1575,8397.8,28123.4,7343.1,7842.4,67
425900,5712,1073,8350.1,27168.5,6642.6,7689,67
419300,5350,1855,8531,25465.6,5469.9,7653.9,21
1055000,12000,3023,6795.4,31469.1,10312.7,8011.7,30
532500,5000,1533,8350.5,28116.3,7406,7795.7,21
440000,4650,1624,8428.3,28978.9,8138.9,7948.9,61
395000,5712,1178,8298.9,27159.9,6682.2,7638.1,47
623000,5250,1767,8506.9,29502.7,8606.4,8069.5,31
641000,10000,1713,8268.2,26815.5,6430.2,7570.6,56
570000,6790,2084,8257.3,27865,7256.4,7680.2,46
850000,12000,2925,6796,31456.1,10359.5,7911.3,31
421000,5000,1406,8122,28223,7674.7,7583,52
402500,5820,1445,8073.3,27836.6,7378.8,7498.6,68
750000,5350,2508,8093.2,28446.4,7895.3,7575.6,0
441000,5000,1431,8006.8,27015.1,6821,7336,22
565000,4850,1954,7934,27959.8,7598,7375.9,26
785000,6200,2127,7867.8,27745.9,7442.2,7289.5,5
365000,5100,1505,7977.1,26041.5,6267.3,7191.3,45
437000,5000,2121,7993.3,28916.9,8407,7523.4,44
520000,5350,1322,7898.4,28419.7,8022,7384.5,21
360000,7275,1247,7785.7,27938.6,7681.8,7229.6,68
391700,5100,1597,7835.5,26254.1,6494.3,7074.9,63
649000,5500,1522,7775.8,26597.2,6740.8,7061.5,30
922000,8320,2317,3720.6,25182.7,2411,14954.7,11
635000,10400,1316,3564.7,24394.4,2131.4,14832.6,63
550000,6240,1566,3644.9,24324.3,2025.8,14733,61
6.00E+05,10000,1784,4920.3,26199.9,2584.6,14315.6,61
580000,5300,1637,4891.2,25903.5,2295.4,14182.7,11
1270000,11292,2606,5318.4,26384.2,2640.8,14027.8,6
455000,8000,1425,4632.1,25294.3,1840,14126.2,64
615000,5600,1694,5212.6,25798.4,2061.3,13799.2,21
6.00E+05,7500,1920,3948.7,23629.7,1680.8,14326.5,27
749000,6350,1883,5407.7,25808,2015.3,13602.2,22
525000,8643,1475,4125.2,23255.5,1602.8,14006.9,63
545000,6600,1541,4285.6,23238.8,1462.8,13862.3,6
580000,5500,1588,7139.5,25818,2312.1,11903.8,31
510000,11000,1371,7002.4,25582.6,2066.5,11918.6,78
775000,5500,2158,6771.8,25162.6,1632.4,11968.1,16
665000,5000,1912,7165.3,25403,2029.4,11677.8,36
1650000,10000,3350,7396.9,25628.5,2318.8,11553.2,31
605000,5000,2245,7326.7,25116.3,1964.8,11400.3,21
870000,5000,2300,7278.4,25020.6,1877,11411.4,16
1050000,8324,2237,8284.2,25730.5,2998.1,10699.6,6
450000,5650,1569,8320.1,25491.5,2919.7,10555.8,76
747300,5650,1628,8436.8,25508,3022.5,10440.9,21
1200000,6250,2526,8122.9,24497.5,2443.8,10357.5,0
870000,6800,2757,8604.1,25236.7,3070.1,10132.3,26
599000,8475,1558,8946.9,25329.4,3399.8,9844.4,69
340000,7062,942,9237,25367.4,3670.7,9565.2,69
650000,7062,1906,9117.5,25125.7,3504,9586.3,40
589000,5650,1515,8915.9,24692.6,3234.4,9638,7
560000,6120,1341,9281.4,24897.7,3615.3,9346.5,6
690000,5350,2459,9205,24724.8,3517.3,9355.2,13
332000,6420,1112,9612.2,25263.3,3991.6,9145,41
390000,6420,1413,9704.6,25238.9,4073.6,9037.6,73
385000,5350,1098,9281.4,24275.8,3552.7,9152.1,29
640000,12367,3217,8974.8,23560.9,3272.3,9287.9,87
613500,6420,2181,9712.2,24912,4030.3,8905.4,14
415000,7432,1008,9160.4,23691.3,3445.8,9131.3,11
374000,5885,1082,9625.4,24369.8,4124.6,8598.8,66
425000,5814,1057,9627,23966.6,4131.9,8547.6,39
370000,5950,1224,9347.9,24677.2,4465.2,8367.6,35
370000,7480,890,9076.6,24036.6,4642.6,8002.2,75
435000,9538,1605,8731.7,24995.2,5134.8,7803.5,64
338000,7000,1334,8540.3,24802.8,5232.4,7574.1,41
235000,6230,1074,8385.9,24417.5,5352.9,7363.7,66
380000,5000,1238,8674.6,23333,5131.2,7477.3,59
295000,6150,1313,4243.3,19229.8,4873.6,10586.9,67
555000,3500,2263,4231.3,19198.3,4931.3,10551.4,0
522500,6500,1880,5631.8,21858.3,1898.9,12036.1,16
420000,6000,1394,5121.3,20397.1,3460.6,11780.9,41
349000,7150,1393,5229.5,20493.1,3335.4,11719.7,62
450000,6600,1599,5217.8,20371.6,3465.2,11678.2,41
373100,7215,1253,6000.6,22144.3,1619.1,11880.9,61
469100,5450,2079,4686.8,18944.5,4994.9,10568.5,6
617500,6600,2373,5101,19840.4,3971.4,11572,0
410000,10879,1611,5172.4,19942.9,3813.9,11526.4,62
482500,6300,2064,5485.4,20346.1,3404.1,11456.4,26
350000,5500,1051,4468.5,17855.7,6148.3,9465.4,6
410000,6600,1801,5149.9,19384.2,4433.8,11213.5,6
415000,6000,1338,5594.7,20191.7,3549.1,11294.5,31
392000,6600,1180,6459.9,21934.5,1928.3,11430.2,26
3.00E+05,8680,1865,6226.5,21208.4,2539.7,11272.6,66
407500,6600,1159,6347.3,21586.4,2240,11296.8,26
333000,5500,1324,5128,18537.6,5294.6,10455.7,29
310000,6600,1115,6511,21807.1,2073.1,11320.4,66
495000,6600,2607,4998.7,18169.2,5682.7,10056,6
425000,6500,1293,5742.7,19855.2,3902.5,10998.4,31
372500,7150,1241,6494.1,21660.5,2211.7,11216.4,66
391000,7150,1583,5757.9,19564.1,4162.8,10896.3,67
215000,7000,1161,5526.5,18926.1,4814.9,10868.5,65
410000,6500,1163,5900.7,19784.5,3971.9,10827.1,16
424000,6000,1362,6058,19913.9,3850.2,10750.1,37
525000,7200,2270,5250,17918.9,5878.9,9999.1,6
475000,11459,1597,6179.7,19396.6,4305.9,10418.4,62
450000,7700,2075,6756,20455.9,3414.8,10409.1,62
460000,7500,1153,6516.8,19894.3,3913.1,10322.6,16
429000,5910,2045,6429.7,17148.9,6613.6,9280.5,1
315000,6950,1248,6569.7,17509.2,6282.2,9373.9,70
360000,6900,1400,6874.3,17790.9,6050.6,9197.1,36
238000,5750,1002,8534.3,20940.4,4039.7,9071.7,68
130000,5460,1027,8769.7,20859.6,4276.6,8829.8,77
172500,5460,1027,8769.7,20859.6,4276.6,8829.8,77
370000,3611,1879,7480.2,17507.1,6519.9,8583.8,21
280000,10425,1061,7116.5,16502.9,7347,8278.5,77
170000,5278,1442,8950,21091.4,4266.3,8807.9,72
320000,6950,1293,7484.8,17139,6846.7,8420.4,36
263000,6000,2029,7812.9,17474.4,6636.5,8231.3,62
405000,5450,1278,3685.6,10897.7,10897.7,3942.8,25
265000,5050,1289,4569,12656.9,11314.1,5583.1,79
489000,5450,1539,4127.1,11656.3,11656.3,4664.8,11
377000,7250,1786,3661.4,10525.9,10525.9,3850.4,59
335000,6900,1533,6268.9,16123.4,7633,8704.3,57
370000,7350,1233,5613.9,14329.6,9432,7516.7,11
410000,7500,1860,3911.9,10405.6,10405.6,4083,68
435000,5250,1737,4618.5,11779.2,11779.2,5202,36
525000,8720,2868,4462.3,10951.2,10951.2,4749.8,42
457500,5450,1759,4364.4,10710.3,10710.3,4596.6,17
440000,8424,1331,6247.1,15075.6,8653.6,8188.5,68
405000,7953,1079,6430.2,15572,8194.6,8252.3,11
414900,6598,1336,5288,12649.1,11134,6234.4,36
523900,5750,1762,5243,12423,11395.9,6094.7,16
6.00E+05,5800,2361,5225,12380,11447,6057.3,1
505000,6900,1303,3861.8,9408.1,9408.1,4037.4,75
495000,6350,1879,4890.2,11574.4,11574.4,5389.3,16
495000,5750,1786,4053.2,9500,9500,4193.7,69
250000,5900,1173,4865.2,11157.5,11157.5,5220.7,70
407000,7250,1644,5849.9,13476.5,10266.5,7195.5,48
395000,5900,1343,5504.8,12298.7,11489.6,6279.6,26
4.00E+05,6920,1699,4631.9,10198.6,10198.6,4796.1,66
279000,5850,1098,4473.3,9737.3,9737.3,4604.4,33
449900,9263,2642,5641.6,12323.7,11431.6,6419.2,79
270000,6900,1223,7140.5,15161.9,8695.2,7429.4,36
402000,6900,1307,7088.5,15018.6,8825.9,7391.6,6
320000,5850,1139,6952.4,14310.1,9513.6,7157.6,70
390000,5850,1324,6776.2,13837.9,9954.9,7089.1,33
490000,5900,2739,6172.6,12067.4,11691.6,6808.7,31
420000,5850,1564,7299.2,14405.7,9481.4,6904.3,26
360000,5900,1039,6014.2,11147.7,11147.7,6355.3,41
325000,5900,1905,6175.2,11240,11240,6537.7,61
160000,5400,1358,7903.7,15378.6,8692.8,6944.1,73
297000,5400,1358,7903.7,15378.6,8692.8,6944.1,73
680000,11800,2401,6301.6,11085.3,11085.3,6555.9,32
210000,5850,2060,7576.8,14269.9,9676.5,6581.9,82
250000,5850,2060,7576.8,14269.9,9676.5,6581.9,82
360000,5900,2269,6711.4,11859,11859,6407.2,26
271700,5800,1731,6170.9,10428.3,10428.3,6366.6,6
415000,5800,1731,6170.9,10428.3,10428.3,6366.6,6
339500,5900,2017,6550.2,10931.7,10931.7,6271.7,85
297000,7150,1495,2151.5,14070.3,10984.2,4503.9,73
310500,6100,1434,3349.1,16500.5,7923.5,7565.5,71
260000,5000,1202,2984.4,15585.5,9017.1,6493.9,67
1025000,5928,1438,1103.3,11851.7,11851.7,1595.4,77
306300,6500,2452,2555.8,14567.1,10246.9,5261.6,74
390000,5928,1905,1133.3,11541.2,11541.2,1445.8,44
415000,7950,1896,3862.5,17063.9,7122.8,8397.3,72
450000,7020,1556,2814.9,14467.1,10200.4,5377.4,71
585000,6890,1948,2769,14358.4,10327.1,5246.9,27
412500,6678,1773,3382.8,15526.3,8861.2,6719,73
438200,5928,1626,1571.9,11466.9,11466.9,1892.5,79
285000,6363,1868,3514,15126.5,9198.3,6468.4,77
430000,6060,1755,3365.4,14770.9,9617.8,6059.6,36
425000,5928,1207,1564.8,11071.9,11071.9,1744,80
420000,6552,1378,3698,15151.6,9092.7,6626.3,37
342500,7188,1280,4075.7,15716.3,8384.8,7371.1,75
365000,6750,1417,3140.2,13541.6,10934.5,4865.2,16
350000,13000,2755,3639.3,14602,9621.4,6137.4,44
575000,5928,2157,1943.9,10884.7,10884.7,2110.2,51
397000,5450,1667,3356.4,13180.7,11227.2,4803.5,38
4.00E+05,5450,1240,3321.8,13100.7,11324.3,4715.5,11
444000,7085,2320,2339.7,11024.5,11024.5,2568.1,72
130000,5200,889,4866.5,16347.1,7535.5,8439.6,88
475000,6750,2366,2926.1,12050.4,12050.4,3662.2,61
479000,5450,1347,3537,13171.7,11149.2,4962,11
575000,7500,2113,4346.7,14998.1,9001.9,7004.6,38
510000,6540,2800,2630.6,11181.1,11181.1,2922.9,27
420000,7117,1582,4744.5,15723.9,8141.3,7833.3,16
635000,8580,1836,2996.1,11682.1,11682.1,3532.4,27
370000,7920,1773,2536.7,10304.5,10304.5,2668,74
460000,5650,1245,3916.2,13010.3,11160.3,5196.5,11
315000,5350,1512,3604.7,12296.7,12015.1,4462.9,80
360000,5450,979,3459.1,11847.1,11847.1,4077.6,21
565000,7250,2368,2963,10850.7,10850.7,3188.4,21
460000,5450,1611,4030.8,12845.3,11289.6,5196.7,21
380000,5450,2046,3841.1,12410.3,11797.4,4759.7,54
1100000,9525,3596,2853.1,9979.9,9979.9,2992,0
431000,6540,1613,3613.8,11435.7,11435.7,4053.1,46
230000,5428,1504,5051.7,14573.4,9270.3,7223,80
349000,5450,1654,4780.1,13882.7,10020.8,6527.8,69
339000,5200,1238,5353.4,15053.1,8752.5,7791.5,30
265000,5250,1326,5273.4,14827,8995.7,7569.2,62
335000,5559,1313,4057.4,11910.5,11910.5,4694,51
575000,5750,1766,1240.4,11004.1,11004.1,1386.4,30
412500,6612,1433,1336.6,11026.6,11026.6,1485.4,71
450000,6612,1985,1350.7,10967.2,10967.2,1492.7,69
610000,7450,1955,1378.4,10681.7,10681.7,1510.1,76
1390000,5000,3372,1564.3,10311.2,10311.2,1740.6,7
1410000,7000,3982,1698.3,10278.8,10278.8,1861.4,5
1500000,7000,3790,2079.8,10191.7,10191.7,2223.4,0
1341000,7000,3459,2083.9,10062.3,10062.3,2255.7,2
850000,9100,2009,1774,9630.9,9630.9,1979,71
1250000,11337,3873,2145.7,9492,9492,2348.8,43
420000,4690,1863,2585.2,10029.6,10029.6,2734.2,30
6.00E+05,6750,2303,1997.9,9189.7,9189.7,2200.3,76
750000,8400,2352,2561.4,9775.3,9775.3,2731.2,61
765000,6360,2519,1285.6,8233.2,8233.2,1493.3,66
670000,8866,1534,2866.2,9587.4,9587.4,3072,51
820000,6750,2247,1323,7891,7891,1554.2,16
1015000,10575,3327,2546.4,9063.1,9063.1,2749.5,66
955000,6750,3353,1567.2,7806.4,7806.4,1798.4,16
850000,8775,2985,1752.3,7877.4,7877.4,1971.1,76
445000,6750,1405,1519.6,7310.2,7310.2,1485.6,90
650000,7050,1713,3164.8,8973.5,8973.5,3367.5,31
5.00E+05,6750,1592,1568.9,7168.6,7168.6,1415.1,60
525000,6075,2018,1325.4,6642.4,6642.4,733.6,41
525000,6750,1561,2478.9,7695.3,7695.3,2627.6,75
999000,9525,2825,3012.2,8145.5,8145.5,3213.4,15
842500,13837,3268,1575.2,6643,6643,994.6,56
465000,5035,1459,3211.9,8233.7,8233.7,3413.2,55
850000,10125,3793,2845.3,7618.8,7618.8,2858.5,61
740000,6750,1556,1848.6,6561,6561,1168.8,11
1199000,10125,3895,3122.3,7578.1,7578.1,3033.4,16
1100000,16767,5496,2844.2,7281.3,7281.3,2600.2,51
575000,6743,1736,2846.5,7000.4,7000.4,2370.7,69
436000,5151,1046,243.9,12959.4,12959.4,1817.6,79
882500,9075,2192,372.8,8898.6,8898.6,573.7,16
665000,9801,2016,705.2,8885.1,8885.1,906.7,59
1250000,7500,2242,336.6,7646.9,7646.9,284.4,6
450000,8437,1443,877.4,8178.7,8178.7,1096.1,60
1250000,10125,2937,338.9,7512.7,7512.7,445.9,5
1150000,6750,3116,264.9,7447.2,7447.2,304.9,1
2225000,15000,5101,750.9,6948.6,6948.6,1421.6,36
567500,6450,1878,516.1,7144.7,7144.7,327.6,48
750000,8648,1033,2508.8,20602.1,9853.6,9240.2,31
2425000,10000,5224,2590.4,20228.4,10182.7,8807.9,23
1650000,5700,3799,2546,20050.7,10256.8,8639,21
720000,7875,1323,1874.5,20804.9,9035.3,9604.1,51
812500,5418,1684,1943,20567.8,9261.2,9329.4,9
1195000,6250,2341,2115,20233.7,9660.2,8928.9,7
1230000,5700,2613,2291,19927.5,10045.2,8555.8,36
445000,2815,1254,1743.7,20843.9,8884.4,9685.9,29
650000,6250,1929,2008.3,19935.4,9738.9,8629.6,91
615000,6450,1105,1627.4,20469.6,8978.1,9303.9,57
1150000,9585,2595,2338,19158.5,10636.1,7715.1,40
2100000,7843,4076,1631.3,20124.3,9204.7,8929.8,0
625000,6515,1115,1792.4,19767.4,9619.7,8500.5,36
590000,5951,1512,1705.9,19862.5,9457.7,8630.3,40
2190000,10241,5676,2241.5,18470.5,11042,6990.2,17
1.00E+06,12642,2293,2024.7,18716,10594.7,7298.4,56
7.00E+05,7500,2063,921.6,20352.8,8286.4,9396.5,76
1125000,14515,3386,2046.2,18201.6,11033.3,6741.9,78
664500,6488,1188,1107.5,19725.1,8918.8,8643.1,68
710000,8063,1803,1430.7,18991.1,9747,7765.8,43
7.00E+05,7515,1228,1194.7,18945.8,9541.6,7787.4,72
7.00E+05,6073,1566,843.8,19384.8,8875.6,8364,34
850000,7500,1961,1190.8,18251.1,10090.7,7025.6,18
640000,5000,1125,683,18889.7,9089.1,7902.2,16
1260000,20000,1984,1130,17956.7,10201,6712,76
1475000,20000,2513,1280.5,17659.1,10608.9,6337,69
675000,5500,1232,915.7,18365.3,9735.4,7249.3,29
660000,2750,1503,1007.8,18099.6,10017.5,6920.9,16
540000,5500,1759,856.9,18222,9791.2,7112.8,54
455000,3500,1140,233.8,19279.6,8343.4,8485,19
659500,3500,1532,358.5,19011.9,8667.3,8150.5,12
